planner,mapName,problemIndex,numSteps,cost,timespent,success
0,./map1.txt,0,8,17.035402307179588,1.1530804850626737,True
0,./map2.txt,1,4,4.785983,2.294557229964994,True
1,./map1.txt,0,11,18.826255,0.2403363990597427,True
1,./map2.txt,1,2,4.3196829999999995,0.452059548930265,True
2,./map1.txt,0,9,20.673009,1.7368796579539776,True
2,./map2.txt,1,7,5.4764029999999995,0.5525555949425325,True
